KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY,CLAIM_FLAG
0.0,1960.0,39.0,0.0,10.0,35081.0,202839.0,yes,m,bachelors,z_blue collar,commercial,16640.0,4.0,van,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1943.0,56.0,0.0,3.0,0.0,63827.0,yes,z_f,phd,home maker,private,13220.0,1.0,minivan,0.0,0.0,no,0.0,0.0,12.0,z_highly rural/ rural,no
0.0,1950.0,49.0,0.0,12.0,115044.0,311980.0,z_no,z_f,phd,doctor,private,17900.0,1.0,minivan,0.0,0.0,no,0.0,0.0,14.0,highly urban/ urban,no
0.0,1961.0,38.0,0.0,11.0,37754.0,138823.0,yes,z_f,z_high school,clerical,private,12080.0,1.0,z_suv,0.0,0.0,no,2.0,0.0,9.0,z_highly rural/ rural,no
0.0,1956.0,43.0,2.0,17.0,145353.0,418785.0,yes,z_f,masters,,commercial,29450.0,6.0,van,0.0,0.0,no,0.0,0.0,15.0,highly urban/ urban,no
0.0,1949.0,50.0,0.0,8.0,164313.5,0.0,z_no,z_f,phd,doctor,private,34150.0,4.0,sports car,0.0,0.0,no,3.0,0.0,1.0,highly urban/ urban,no
0.0,1936.0,63.0,0.0,15.0,121398.0,343410.0,yes,z_f,phd,doctor,private,16270.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,11.0,highly urban/ urban,no
0.0,1947.0,52.0,0.0,3.0,0.0,87925.0,z_no,z_f,z_high school,student,commercial,9280.0,1.0,z_suv,0.0,0.0,no,1.0,0.0,6.0,z_highly rural/ rural,no
0.0,1964.0,35.0,0.0,7.0,14508.0,0.0,yes,m,bachelors,student,commercial,6450.0,1.0,pickup,0.0,0.0,no,0.0,0.0,7.0,highly urban/ urban,no
0.0,1956.0,43.0,0.0,13.0,75338.0,270555.0,yes,z_f,bachelors,manager,private,23080.0,1.0,sports car,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1958.0,41.0,0.0,10.0,32774.0,0.0,z_no,z_f,z_high school,clerical,private,20120.0,4.0,minivan,0.0,0.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1959.0,40.0,0.0,11.0,57474.0,186418.0,yes,m,bachelors,clerical,commercial,29270.0,4.0,panel truck,0.0,0.0,no,1.0,0.0,5.0,highly urban/ urban,no
0.0,1968.0,31.0,1.0,12.0,26520.0,154493.0,yes,m,bachelors,student,commercial,4600.0,6.0,minivan,0.0,0.0,no,2.0,0.0,5.0,highly urban/ urban,no
0.0,1952.0,47.0,0.0,8.0,18444.0,0.0,yes,z_f,z_high school,student,commercial,19450.0,6.0,z_suv,2981.0,2.0,no,5.0,0.0,8.0,highly urban/ urban,no
0.0,1946.0,53.0,0.0,11.0,107259.0,343700.0,yes,m,masters,professional,private,29230.0,10.0,minivan,0.0,0.0,no,0.0,0.0,15.0,highly urban/ urban,no
0.0,1960.0,39.0,2.5,7.0,34046.0,183383.0,yes,z_f,z_high school,clerical,private,4040.0,6.0,z_suv,0.0,0.0,no,0.0,0.0,5.0,z_highly rural/ rural,no
0.0,1966.0,33.0,2.5,14.0,32364.0,152894.0,yes,m,<high school,clerical,private,12270.0,16.0,minivan,0.0,0.0,no,3.0,0.0,1.0,highly urban/ urban,no
0.0,1940.0,59.0,0.0,5.0,106775.0,160629.0,z_no,m,masters,lawyer,private,31930.0,1.0,minivan,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1957.0,42.0,0.0,11.0,52988.0,176275.0,yes,m,z_high school,z_blue collar,commercial,23450.0,1.0,minivan,0.0,0.0,no,2.0,0.0,11.0,z_highly rural/ rural,no
0.0,1959.0,40.0,0.0,11.0,16989.0,0.0,z_no,m,<high school,z_blue collar,commercial,12230.0,4.0,pickup,11620.0,1.0,yes,7.5,2862.5,6.0,highly urban/ urban,yes
0.0,1958.0,41.0,2.0,7.0,17755.0,148815.0,z_no,z_f,<high school,clerical,private,14480.0,1.0,minivan,0.0,0.0,yes,2.0,0.0,1.0,highly urban/ urban,no
0.0,1962.0,37.0,2.0,13.0,53526.0,0.0,z_no,z_f,z_high school,z_blue collar,commercial,9360.0,4.0,sports car,0.0,0.0,no,0.0,2862.5,8.0,highly urban/ urban,yes
0.0,1963.0,36.0,2.5,12.0,56048.0,137836.0,yes,m,masters,lawyer,private,10700.0,6.0,minivan,2045.0,2.0,no,2.0,0.0,16.0,highly urban/ urban,no
0.0,1954.0,44.0,2.0,15.0,16352.0,134164.0,yes,z_f,z_high school,home maker,private,10520.0,1.0,z_suv,7838.0,1.0,no,1.0,2862.5,1.0,highly urban/ urban,yes
0.0,1943.0,56.0,0.0,16.0,44760.0,164852.0,yes,m,bachelors,manager,private,21770.0,13.0,minivan,0.0,0.0,no,0.0,0.0,6.0,highly urban/ urban,no
0.0,1953.0,45.0,1.0,14.0,63952.0,196368.0,yes,z_f,masters,lawyer,private,32340.0,6.0,van,11620.0,2.0,yes,0.0,2117.0,13.0,highly urban/ urban,yes
0.0,1965.0,34.0,2.5,12.0,22510.0,123888.0,yes,m,z_high school,clerical,private,14690.0,4.0,minivan,0.0,0.0,yes,0.0,1230.0,1.0,z_highly rural/ rural,yes
0.0,1951.0,48.0,0.0,11.0,53526.0,252896.0,yes,m,bachelors,professional,commercial,28560.0,13.0,panel truck,1554.0,5.0,no,1.0,0.0,10.0,highly urban/ urban,no
0.0,1955.0,44.0,2.0,11.0,24060.0,0.0,z_no,m,bachelors,clerical,private,14220.0,4.0,minivan,0.0,0.0,no,0.0,2862.5,10.0,highly urban/ urban,yes
0.0,1966.0,33.0,2.5,12.0,20822.0,76022.0,yes,z_f,z_high school,home maker,private,6880.0,13.0,z_suv,7896.0,3.0,no,0.0,866.0,1.0,highly urban/ urban,yes
0.0,1966.0,32.0,2.5,14.0,54968.0,146784.0,yes,z_f,z_high school,professional,private,10040.0,4.0,z_suv,0.0,0.0,yes,0.0,0.0,8.0,highly urban/ urban,no
0.0,1965.0,34.0,0.0,8.0,14194.0,87034.0,z_no,z_f,<high school,clerical,private,2920.0,4.0,sports car,11620.0,3.0,yes,2.0,2862.5,10.0,highly urban/ urban,yes
0.0,1961.0,38.0,2.5,12.0,2149.0,72889.0,yes,z_f,<high school,home maker,private,22690.0,10.0,pickup,0.0,0.0,no,2.0,0.0,1.0,highly urban/ urban,no
0.0,1964.0,35.0,2.0,12.0,53526.0,0.0,z_no,z_f,<high school,z_blue collar,private,9730.0,5.0,z_suv,0.0,0.0,no,4.0,2862.5,4.0,highly urban/ urban,yes
0.0,1955.0,44.0,2.0,14.0,45576.0,156623.0,yes,z_f,<high school,z_blue collar,private,1500.0,4.0,sports car,11620.0,1.0,no,7.5,0.0,8.0,highly urban/ urban,no
0.0,1956.0,43.0,2.5,11.0,137103.0,0.0,z_no,z_f,masters,manager,private,19510.0,1.0,sports car,8890.0,3.0,no,0.0,2862.5,15.0,highly urban/ urban,yes
0.0,1950.0,49.0,0.0,9.0,53526.0,0.0,z_no,m,phd,,commercial,33710.0,3.0,panel truck,11620.0,2.0,yes,2.0,0.0,18.0,highly urban/ urban,no
0.0,1953.0,46.0,0.0,10.0,79538.0,0.0,z_no,z_f,bachelors,manager,private,14050.0,3.0,minivan,0.0,0.0,yes,2.0,0.0,11.0,highly urban/ urban,no
0.0,1953.0,45.0,1.0,11.0,164313.5,509115.0,yes,z_f,phd,lawyer,private,10250.0,1.0,z_suv,4307.0,3.0,no,6.0,0.0,20.0,highly urban/ urban,no
0.0,1953.0,46.0,0.0,14.0,53526.0,397661.0,z_no,m,masters,,commercial,33320.0,4.0,panel truck,0.0,0.0,yes,1.0,0.0,12.0,highly urban/ urban,no
0.0,1954.0,45.0,0.0,11.0,61931.0,213530.0,yes,m,masters,,commercial,10910.0,13.0,pickup,11620.0,2.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1951.0,48.0,0.0,9.0,61509.0,195438.0,yes,m,masters,,commercial,23230.0,6.0,panel truck,0.0,0.0,no,1.0,0.0,17.0,highly urban/ urban,no
0.0,1936.0,63.0,0.0,9.0,74426.0,0.0,z_no,z_f,phd,doctor,private,27600.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,18.0,highly urban/ urban,no
0.0,1955.0,44.0,0.0,9.0,74722.0,231034.0,yes,z_f,bachelors,professional,private,23640.0,6.0,minivan,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1954.0,45.0,2.0,11.0,102393.0,0.0,z_no,m,bachelors,professional,private,1500.0,1.0,minivan,0.0,0.0,no,2.0,2371.0,11.0,highly urban/ urban,yes
0.0,1937.0,62.0,0.0,15.0,40656.0,208242.0,yes,z_f,z_high school,clerical,private,9170.0,4.0,sports car,11620.0,2.0,yes,2.0,2862.5,7.0,highly urban/ urban,yes
0.0,1950.0,48.0,0.0,3.0,0.0,98920.0,yes,z_f,z_high school,home maker,private,8660.0,3.0,sports car,8363.0,2.0,no,3.0,0.0,8.0,highly urban/ urban,no
0.0,1962.0,37.0,2.0,12.0,53526.0,205211.0,yes,z_f,bachelors,z_blue collar,commercial,5200.0,1.0,z_suv,2718.0,1.0,no,1.0,2862.5,3.0,highly urban/ urban,yes
0.0,1964.0,35.0,0.0,11.0,29371.0,0.0,z_no,z_f,<high school,clerical,private,4860.0,10.0,sports car,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1951.0,48.0,0.0,12.0,31773.0,165090.0,yes,m,z_high school,clerical,commercial,9640.0,13.0,pickup,1212.0,1.0,no,4.0,1354.0,1.0,highly urban/ urban,yes
0.0,1959.0,39.0,0.0,11.0,33727.0,0.0,z_no,z_f,bachelors,clerical,private,10850.0,1.0,z_suv,8350.0,1.0,no,2.0,0.0,12.0,highly urban/ urban,no
0.0,1950.0,49.0,0.0,3.0,0.0,159389.0,yes,z_f,masters,professional,private,6400.0,10.0,z_suv,9115.0,1.0,no,6.0,0.0,14.0,highly urban/ urban,no
0.0,1955.0,44.0,2.0,15.0,139330.0,316900.0,z_no,z_f,z_high school,z_blue collar,commercial,22050.0,10.0,sports car,0.0,0.0,no,0.0,0.0,1.0,z_highly rural/ rural,no
0.0,1948.0,50.0,0.0,13.0,163296.0,447616.0,z_no,z_f,phd,lawyer,private,22830.0,1.0,minivan,0.0,0.0,no,0.0,0.0,14.0,z_highly rural/ rural,no
0.0,1969.0,30.0,1.0,10.0,17455.0,140978.0,z_no,z_f,<high school,z_blue collar,private,12380.0,13.0,minivan,0.0,0.0,no,0.0,0.0,6.0,z_highly rural/ rural,no
0.0,1945.0,54.0,0.0,11.0,71007.0,240833.0,yes,m,bachelors,manager,private,14000.0,6.0,minivan,0.0,0.0,no,0.0,0.0,11.0,highly urban/ urban,no
0.0,1961.0,38.0,0.0,3.0,0.0,0.0,yes,m,z_high school,student,commercial,17470.0,10.0,van,3157.0,2.0,no,5.0,0.0,6.0,z_highly rural/ rural,no
0.0,1946.0,53.0,0.0,6.0,38036.0,153381.0,yes,z_f,z_high school,z_blue collar,commercial,13140.0,1.0,z_suv,0.0,0.0,no,4.0,2425.0,1.0,highly urban/ urban,yes
0.0,1946.0,53.0,0.0,13.0,41199.0,150933.0,z_no,z_f,bachelors,manager,private,15360.0,1.0,z_suv,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1969.0,29.0,1.0,10.0,38042.0,202967.0,z_no,m,z_high school,professional,private,15160.0,6.0,minivan,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1941.0,58.0,0.0,11.0,91223.0,0.0,z_no,m,masters,lawyer,private,10620.0,6.0,pickup,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1944.0,55.0,0.0,7.0,45787.0,173196.0,yes,z_f,masters,lawyer,private,19380.0,6.0,minivan,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1944.0,55.0,0.0,11.0,84964.0,227091.0,yes,m,bachelors,z_blue collar,commercial,5760.0,1.0,pickup,969.0,2.0,no,6.0,0.0,11.0,highly urban/ urban,no
0.0,1943.0,56.0,0.0,8.0,38240.0,190675.0,yes,z_f,z_high school,clerical,private,16220.0,4.0,z_suv,0.0,0.0,no,0.0,0.0,8.0,z_highly rural/ rural,no
0.0,1959.0,39.0,2.0,3.0,0.0,69369.0,yes,z_f,z_high school,home maker,private,8750.0,4.0,sports car,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1955.0,44.0,2.0,13.0,142588.0,365256.0,yes,m,masters,manager,private,21790.0,6.0,minivan,0.0,0.0,no,2.0,0.0,9.0,highly urban/ urban,no
0.0,1965.0,34.0,0.0,11.0,51565.0,0.0,z_no,m,masters,lawyer,private,18110.0,1.0,van,759.0,2.0,no,3.0,0.0,15.0,highly urban/ urban,no
0.0,1965.0,34.0,2.5,3.0,0.0,66358.0,yes,z_f,z_high school,home maker,private,11740.0,9.0,z_suv,1800.0,2.0,no,2.0,2862.5,1.0,highly urban/ urban,yes
0.0,1963.0,36.0,0.0,11.0,105384.0,267509.0,yes,m,masters,professional,private,13800.0,7.0,minivan,11620.0,3.0,yes,4.0,0.0,17.0,highly urban/ urban,no
0.0,1958.0,41.0,0.0,10.0,66265.0,159276.0,yes,m,masters,lawyer,private,12230.0,4.0,minivan,0.0,0.0,no,1.0,2862.5,9.0,highly urban/ urban,yes
0.0,1953.0,46.0,0.0,7.0,53526.0,160629.0,z_no,m,masters,,commercial,23350.0,13.0,panel truck,4678.0,3.0,no,6.0,2862.5,17.0,highly urban/ urban,yes
0.0,1954.0,45.0,0.0,12.0,32394.0,0.0,z_no,z_f,z_high school,clerical,private,13770.0,4.0,z_suv,0.0,0.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1957.0,42.0,0.0,9.0,76226.0,217920.0,yes,m,bachelors,z_blue collar,commercial,23390.0,13.0,panel truck,0.0,0.0,no,0.0,0.0,14.0,highly urban/ urban,no
0.0,1961.0,38.0,2.5,16.0,7528.0,113809.0,yes,m,<high school,clerical,private,8080.0,1.0,pickup,0.0,0.0,no,0.0,0.0,8.0,z_highly rural/ rural,no
0.0,1966.0,33.0,2.5,3.0,0.0,0.0,z_no,m,z_high school,student,commercial,15090.0,1.0,minivan,1631.0,1.0,no,2.0,2862.5,5.0,highly urban/ urban,yes
0.0,1962.0,37.0,0.0,3.0,53526.0,73890.0,yes,z_f,bachelors,student,commercial,12850.0,7.0,z_suv,0.0,0.0,no,3.0,2862.5,6.0,highly urban/ urban,yes
0.0,1957.0,42.0,1.0,9.0,32797.0,160661.0,yes,z_f,masters,lawyer,private,21690.0,1.0,minivan,0.0,0.0,no,2.0,0.0,14.0,highly urban/ urban,no
0.0,1951.0,47.0,0.0,11.0,44705.0,217885.0,yes,z_f,bachelors,professional,private,12840.0,1.0,z_suv,1533.0,2.0,no,0.0,2862.5,10.0,highly urban/ urban,yes
0.0,1956.0,43.0,1.0,3.0,0.0,70170.0,yes,z_f,bachelors,home maker,private,8350.0,1.0,z_suv,0.0,0.0,no,3.0,0.0,7.0,highly urban/ urban,no
0.0,1947.0,52.0,0.0,9.0,68992.0,216986.0,z_no,z_f,bachelors,z_blue collar,commercial,15120.0,1.0,minivan,0.0,0.0,no,3.0,0.0,10.0,z_highly rural/ rural,no
0.0,1956.0,43.0,0.0,11.0,132561.0,314433.0,z_no,m,masters,professional,commercial,30150.0,16.0,panel truck,11620.0,1.0,no,0.0,0.0,1.0,highly urban/ urban,no
0.0,1935.0,64.0,0.0,15.0,31738.0,197010.0,yes,m,<high school,z_blue collar,commercial,14620.0,6.0,z_suv,3994.0,2.0,no,0.0,2862.5,1.0,highly urban/ urban,yes
0.0,1933.0,66.0,1.0,17.0,96830.0,325826.0,yes,m,masters,professional,private,11180.0,7.0,z_suv,0.0,0.0,no,0.0,0.0,16.0,highly urban/ urban,no
0.0,1939.0,60.0,0.0,9.0,125893.0,0.0,z_no,m,phd,,commercial,7500.0,9.0,pickup,7278.0,2.0,no,4.0,0.0,15.0,highly urban/ urban,no
0.0,1963.0,35.0,2.5,6.0,154577.0,397868.0,z_no,z_f,bachelors,z_blue collar,private,20450.0,6.0,z_suv,4645.0,1.0,no,3.0,0.0,1.0,highly urban/ urban,no
0.0,1947.0,52.0,0.0,7.0,64014.0,244863.0,yes,m,<high school,z_blue collar,commercial,7900.0,4.0,pickup,8882.0,3.0,no,1.0,2143.0,5.0,highly urban/ urban,yes
0.0,1947.0,52.0,0.0,11.0,79348.0,270032.0,yes,z_f,z_high school,manager,private,13150.0,11.0,z_suv,0.0,0.0,no,2.0,0.0,1.0,highly urban/ urban,no
0.0,1943.0,56.0,2.0,14.0,164313.5,471701.0,yes,m,phd,,commercial,21100.0,1.0,van,0.0,0.0,no,0.0,2862.5,8.0,highly urban/ urban,yes
0.0,1961.0,38.0,1.0,7.0,53526.0,0.0,yes,z_f,z_high school,student,private,7050.0,4.0,sports car,0.0,0.0,no,0.0,0.0,10.0,z_highly rural/ rural,no
0.0,1944.0,55.0,0.0,15.0,108152.0,329756.0,yes,z_f,masters,manager,private,12320.0,1.0,z_suv,0.0,0.0,yes,0.0,0.0,15.0,highly urban/ urban,no
0.0,1951.0,47.0,0.0,14.0,53526.0,276241.0,yes,m,bachelors,manager,private,21320.0,1.0,van,0.0,0.0,no,0.0,0.0,13.0,highly urban/ urban,no
0.0,1962.0,37.0,0.0,12.0,123520.0,383731.0,yes,m,bachelors,z_blue collar,commercial,17550.0,1.0,van,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1952.0,47.0,0.0,13.0,45257.0,160051.0,yes,m,bachelors,clerical,commercial,29210.0,6.0,panel truck,0.0,0.0,no,0.0,0.0,8.0,highly urban/ urban,no
0.0,1973.0,26.0,0.0,8.0,53244.0,0.0,z_no,m,bachelors,professional,commercial,20920.0,3.0,van,6224.0,1.0,no,1.0,2862.5,8.0,highly urban/ urban,yes
0.0,1938.0,61.0,2.0,17.0,41857.0,169015.0,yes,z_f,masters,manager,private,20870.0,1.0,sports car,0.0,0.0,no,0.0,0.0,21.0,highly urban/ urban,no
0.0,1958.0,41.0,1.0,8.0,126468.0,0.0,z_no,z_f,masters,manager,commercial,32690.0,3.0,pickup,0.0,0.0,no,2.0,2114.0,18.0,highly urban/ urban,yes
0.0,1959.0,40.0,2.5,9.0,75516.0,247673.0,yes,z_f,z_high school,z_blue collar,commercial,13050.0,5.0,sports car,0.0,0.0,yes,0.0,0.0,6.0,z_highly rural/ rural,no
0.0,1947.0,52.0,0.0,16.0,76954.0,249290.0,z_no,m,bachelors,professional,private,19540.0,6.0,minivan,0.0,0.0,yes,0.0,0.0,11.0,highly urban/ urban,no
0.0,1941.0,58.0,1.0,8.0,150352.0,421665.0,yes,z_f,masters,manager,private,24240.0,6.0,pickup,0.0,0.0,no,0.0,0.0,17.0,highly urban/ urban,no
0.0,1947.0,52.0,0.0,8.0,88560.0,244028.0,yes,m,masters,lawyer,private,13630.0,1.0,minivan,0.0,0.0,no,4.0,0.0,17.0,highly urban/ urban,no
0.0,1961.0,38.0,1.0,12.0,37580.0,173495.0,yes,z_f,<high school,clerical,private,5260.0,7.0,z_suv,867.0,2.0,no,0.0,2862.5,1.0,highly urban/ urban,yes
